"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2006,11,30,4,920,925,1118,1125,"AA",478,"N054AA",178,180,152,-7,-5,"SJU","MCO",1189,11,15,0,"",0,0,0,0,0,0
2006,7,31,1,1848,1647,1910,1715,"XE",3131,"N12563",82,88,59,115,121,"CLE","ORD",316,8,15,0,"",0,115,0,0,0,0
2005,1,15,6,1005,1005,1300,1303,"UA",769,"N903UA",175,178,161,-3,0,"ORD","SAT",1041,3,11,0,"",0,0,0,0,0,0
2006,11,14,2,744,749,902,905,"YV",7114,"N501MJ",138,136,98,-3,-5,"RDU","ORD",647,13,27,0,"",0,0,0,0,0,0
2006,10,21,6,1640,1645,1822,1830,"AA",1651,"N521AA",162,165,140,-8,-5,"TPA","ORD",1012,9,13,0,"",0,0,0,0,0,0
2006,4,3,1,1130,1130,1408,1425,"B6",444,"N603JB",158,175,144,-17,0,"TPA","BOS",1185,4,10,0,"",0,0,0,0,0,0
2006,9,25,1,942,930,1309,1302,"UA",1520,"N452UA",147,152,127,7,12,"ORD","MCO",1005,3,17,0,"",0,0,0,0,0,0
2006,6,7,3,1329,1334,1346,1355,"DL",1095,"N997DL",77,81,52,-9,-5,"ATL","GPT",352,6,19,0,"",0,0,0,0,0,0
2005,7,12,2,810,810,1003,1010,"WN",2233,"N521",113,120,99,-7,0,"AUS","BNA",756,3,11,0,"",0,0,0,0,0,0
2005,5,5,4,1736,1735,2214,2225,"AA",1824,"N3AKAA",158,170,140,-11,1,"SNA","DFW",1205,4,14,0,"",0,0,0,0,0,0
2006,8,30,3,2023,2030,2237,2222,"UA",1567,"N485UA",254,232,206,15,-7,"ORD","LAS",1515,8,40,0,"",0,0,0,15,0,0
2005,12,6,2,646,650,816,819,"CO",1563,"N36247",150,149,133,-3,-4,"RSW","IAH",861,6,11,0,"",0,0,0,0,0,0
2006,10,17,2,1611,1615,1730,1736,"OO",6505,"N925SW",79,81,60,-6,-4,"LAX","OAK",337,7,12,0,"",0,0,0,0,0,0
2005,1,3,1,1021,1030,1138,1148,"DH",1544,"N652BR",77,78,58,-10,-9,"SYR","IAD",296,9,9,0,"",0,0,0,0,0,0
2005,11,4,5,1623,1626,1808,1820,"AA",307,"N244AA",105,114,87,-12,-3,"STL","DFW",551,9,9,0,"",0,0,0,0,0,0
2006,8,7,1,1427,1405,1535,1520,"MQ",4662,"N717AE",68,75,43,15,22,"BOS","JFK",187,7,18,0,"",0,15,0,0,0,0
2005,7,28,4,906,850,955,941,"OH",5152,"N869AS",49,51,27,14,16,"CVG","HTS",123,5,17,0,"",0,0,0,0,0,0
2006,8,27,7,847,850,1043,1055,"WN",136,"N359",56,65,44,-12,-3,"PHX","ABQ",328,3,9,0,"",0,0,0,0,0,0
2005,2,22,2,759,810,1150,1215,"CO",1935,"N24211",171,185,156,-25,-11,"SLC","IAH",1195,4,11,0,"",0,0,0,0,0,0
2005,1,27,4,912,915,1023,1026,"NW",1491,"N770NC",131,131,107,-3,-3,"CMH","MSP",627,5,19,0,"",0,0,0,0,0,0
2005,6,30,4,549,550,732,745,"MQ",3504,"N621AE",103,115,91,-13,-1,"BNA","DFW",631,4,8,0,"",0,0,0,0,0,0
2005,6,9,4,1106,1112,1205,1204,"DL",1408,"N912DN",119,112,91,1,-6,"SLC","SNA",588,12,16,0,"",0,0,0,0,0,0
2005,11,7,1,1552,1545,1646,1630,"OO",6179,"N217SW",54,45,32,16,7,"LAX","SAN",109,4,18,0,"",0,0,0,16,0,0
2005,8,6,6,1655,1658,2001,2015,"UA",390,"N456UA",126,137,111,-14,-3,"LAX","DEN",862,5,10,0,"",0,0,0,0,0,0
2006,11,5,7,1940,1940,2343,2315,"MQ",3645,"N500AE",183,155,119,28,0,"DFW","PIT",1068,7,57,0,"",0,0,0,28,0,0
2006,6,21,3,1424,1429,1613,1615,"DL",548,"N993DL",109,106,86,-2,-5,"ATL","BWI",576,6,17,0,"",0,0,0,0,0,0
2006,10,17,2,1040,1045,1324,1340,"MQ",4206,"N676AE",104,115,89,-16,-5,"ORD","CAE",666,4,11,0,"",0,0,0,0,0,0
2005,6,6,1,1230,1235,1332,1339,"MQ",3003,"N390AE",62,64,40,-7,-5,"LAX","SBP",155,5,17,0,"",0,0,0,0,0,0
2006,11,10,5,2001,1955,2107,2046,"US",1865,"N527AU",66,51,26,21,6,"RDU","CLT",130,5,35,0,"",0,6,0,15,0,0
2005,1,22,6,NA,540,NA,738,"DL",549,"N914DE",NA,118,NA,NA,NA,"DTW","ATL",594,0,0,1,"B",0,0,0,0,0,0
2006,1,14,6,1950,1955,2243,2257,"CO",638,"N13750",173,182,140,-14,-5,"EWR","MIA",1086,12,21,0,"",0,0,0,0,0,0
2005,4,10,7,1259,1300,2039,2055,"HA",12,"N589HA",280,295,437,-16,-1,"HNL","SFO",2398,6,17,0,"",0,0,0,0,0,0
2006,4,22,6,1207,1212,1345,1345,"AA",2233,"N530AA",158,153,140,0,-5,"RSW","STL",979,3,15,0,"",0,0,0,0,0,0
2005,10,30,7,1725,1735,2008,1940,"XE",3020,"N13550",163,125,90,28,-10,"GSP","EWR",594,10,63,0,"",0,0,0,28,0,0
2005,1,25,2,751,800,1145,1150,"CO",258,"N15659",174,170,158,-5,-9,"IAH","DCA",1208,4,12,0,"",0,0,0,0,0,0
2005,12,28,3,806,745,1249,1239,"US",1268,"N650US",223,234,190,10,21,"PHL","SJU",1576,5,28,0,"",0,0,0,0,0,0
2005,5,29,7,1639,1620,1744,1730,"WN",2143,"N384SW",65,70,55,14,19,"SJC","ONT",333,4,6,0,"",0,0,0,0,0,0
2005,8,17,3,1627,1620,1821,1811,"DL",1509,"N137DL",114,111,87,10,7,"ATL","FLL",581,5,22,0,"",0,0,0,0,0,0
2005,1,5,3,1410,1405,1617,1610,"WN",1225,"N436",67,65,47,7,5,"MDW","CMH",284,2,18,0,"",0,0,0,0,0,0
2006,12,30,6,1549,1555,1933,1943,"NW",1628,"N354NB",164,168,123,-10,-6,"IAH","DTW",1076,13,28,0,"",0,0,0,0,0,0
2006,2,17,5,1858,1900,1957,1953,"OO",3811,"N427SW",59,53,38,4,-2,"IDA","SLC",188,9,12,0,"",0,0,0,0,0,0
2005,9,16,5,1012,1020,1758,1807,"DL",2040,"N6712B",286,287,261,-9,-8,"LAX","MCO",2217,6,19,0,"",0,0,0,0,0,0
2006,5,10,3,850,900,1232,1215,"XE",2187,"N11176",162,135,117,17,-10,"COS","IAH",809,11,34,0,"",0,0,0,17,0,0
2005,9,10,6,1025,1030,1158,1208,"DH",1532,"N644BR",93,98,70,-10,-5,"IAD","CHS",441,7,16,0,"",0,0,0,0,0,0
2006,12,13,3,839,735,1018,920,"AA",1133,"N5FNAA",219,225,196,58,64,"ORD","LAS",1515,4,19,0,"",0,58,0,0,0,0
2006,4,4,2,2027,2030,2245,2158,"US",460,"N730UW",138,88,79,47,-3,"PHL","BOS",280,5,54,0,"",0,0,0,47,0,0
2005,11,17,4,1209,1212,1442,1459,"AA",1076,"N544AA",93,107,80,-17,-3,"ORD","DCA",612,1,12,0,"",0,0,0,0,0,0
2005,1,14,5,652,625,724,707,"OO",6907,"N918SW",92,102,70,17,27,"TYS","ORD",475,8,14,0,"",0,17,0,0,0,0
2005,7,15,5,1700,1700,1803,1810,"WN",995,"N690SW",63,70,49,-7,0,"LAX","OAK",337,9,5,0,"",0,0,0,0,0,0
2005,11,13,7,1443,1448,1607,1616,"AA",1756,"N418AA",84,88,65,-9,-5,"DFW","MCI",460,4,15,0,"",0,0,0,0,0,0
2006,1,13,5,1001,1003,1101,1106,"AA",2245,"N4TLAA",60,63,34,-5,-2,"AUS","DFW",190,17,9,0,"",0,0,0,0,0,0
2006,11,20,1,1526,1520,1629,1637,"FL",113,"N168AT",123,137,103,-8,6,"ATL","DFW",732,4,16,0,"",0,0,0,0,0,0
2005,6,24,5,1727,1733,2015,2029,"AA",1730,"N4XVAA",108,116,86,-14,-6,"ORD","DCA",612,5,17,0,"",0,0,0,0,0,0
2005,9,3,6,907,914,1147,1203,"FL",821,"N996AT",100,109,81,-16,-7,"MDW","ATL",590,11,8,0,"",0,0,0,0,0,0
2006,6,15,4,1312,1314,1400,1402,"MQ",4016,"N922AE",48,48,28,-2,-2,"ORD","MSN",109,3,17,0,"",0,0,0,0,0,0
2005,10,31,1,1653,1655,1723,1737,"AA",1944,"N641AA",30,42,18,-14,-2,"STT","SJU",68,4,8,0,"",0,0,0,0,0,0
2006,7,31,1,626,630,1205,1210,"NW",190,"N541US",219,220,196,-5,-4,"SAN","MSP",1532,8,15,0,"",0,0,0,0,0,0
2005,9,29,4,1818,1825,1931,1958,"XE",2016,"N13995",133,153,118,-27,-7,"LEX","IAH",828,4,11,0,"",0,0,0,0,0,0
2005,12,7,3,1120,1039,1232,1200,"EV",4147,"N838AS",72,81,53,32,41,"ATL","CRW",363,2,17,0,"",0,32,0,0,0,0
2006,8,6,7,2038,2030,2153,2125,"WN",57,"N655WN",75,55,50,28,8,"DAL","HOU",239,4,21,0,"",0,0,0,20,0,8
2005,10,17,1,1603,1550,1742,1725,"US",306,"N110UW",99,95,70,17,13,"CLT","PHL",448,5,24,0,"",0,13,0,4,0,0
2006,5,25,4,507,510,603,602,"NW",1155,"N340NB",56,52,42,1,-3,"FSD","MSP",197,3,11,0,"",0,0,0,0,0,0
2006,9,18,1,1048,1050,1835,1850,"B6",307,"N618JB",287,300,438,-15,-2,"LGB","IAD",2277,7,22,0,"",0,0,0,0,0,0
2005,3,2,3,1805,1805,1905,1915,"WN",298,"N509",60,70,50,-10,0,"DAL","AMA",324,3,7,0,"",0,0,0,0,0,0
2005,1,2,7,1734,1720,1850,1845,"WN",1643,"N765",136,145,125,5,14,"OKC","PHX",833,5,6,0,"",0,0,0,0,0,0
2005,1,30,7,2222,2229,2302,2316,"NW",474,"N772NC",40,47,23,-14,-7,"DTW","MBS",98,6,11,0,"",0,0,0,0,0,0
2006,7,13,4,827,830,1023,1043,"CO",659,"N14668",176,193,155,-20,-3,"DCA","IAH",1208,5,16,0,"",0,0,0,0,0,0
2005,2,10,4,1905,1910,2204,2157,"DL",2024,"N649DL",179,167,158,7,-5,"TPA","BOS",1185,8,13,0,"",0,0,0,0,0,0
2006,9,30,6,1338,1335,1450,1450,"WN",703,"N611SW",72,75,58,0,3,"LAX","RNO",390,4,10,0,"",0,0,0,0,0,0
2006,3,20,1,1355,1400,1503,1518,"MQ",4816,"N731BE",68,78,44,-15,-5,"BOS","LGA",185,5,19,0,"",0,0,0,0,0,0
2006,10,6,5,1439,1446,1531,1545,"OO",6919,"N936SW",52,59,38,-14,-7,"SPI","ORD",174,7,7,0,"",0,0,0,0,0,0
2005,9,14,3,844,845,1122,1125,"HA",25,"N585HA",338,340,138,-3,-1,"PDX","HNL",2603,5,15,0,"",0,0,0,0,0,0
2006,10,8,7,843,840,1125,1124,"NW",219,"N584NW",342,344,316,1,3,"SEA","HNL",2677,6,20,0,"",0,0,0,0,0,0
2006,1,24,2,1843,1850,2009,2020,"XE",2933,"N16501",86,90,63,-11,-7,"CLE","HPN",425,3,20,0,"",0,0,0,0,0,0
2006,6,12,1,1230,1140,1445,1344,"EV",4108,"N643AS",75,64,58,61,50,"DHN","ATL",171,4,13,0,"",0,0,50,11,0,0
2005,9,11,7,1907,1815,2118,2003,"FL",217,"N989AT",131,108,78,75,52,"BOS","CAK",549,6,47,0,"",0,0,0,23,0,52
2006,10,12,4,1736,1605,1805,1610,"MQ",4378,"N678AE",89,65,42,115,91,"IND","ORD",177,5,42,0,"",0,0,0,67,0,48
2006,10,8,7,701,705,1457,1500,"WN",1222,"N720",296,295,279,-3,-4,"SAN","BWI",2295,8,9,0,"",0,0,0,0,0,0
2005,8,9,2,1923,1923,1919,1916,"EV",4263,"N706EV",56,53,32,3,0,"ATL","HSV",151,6,18,0,"",0,0,0,0,0,0
2006,8,9,3,2056,2056,2333,2331,"OO",6418,"N965SW",97,95,80,2,0,"SFO","SLC",599,4,13,0,"",0,0,0,0,0,0
2005,3,30,3,1300,1305,1404,1403,"DL",1729,"N309WA",64,58,49,1,-5,"JAC","SLC",205,4,11,0,"",0,0,0,0,0,0
2005,11,5,6,1004,1005,1106,1119,"US",986,"N563US",62,74,49,-13,-1,"DCA","BDL",313,3,10,0,"",0,0,0,0,0,0
2005,5,30,1,1505,1505,1807,1755,"WN",600,"N337",182,170,165,12,0,"ALB","MCO",1073,7,10,0,"",0,0,0,0,0,0
2006,5,11,4,935,914,1151,1130,"OH",5589,"N956CA",76,76,60,21,21,"STL","CVG",307,3,13,0,"",0,0,21,0,0,0
2005,5,25,3,1018,1005,1253,1233,"UA",207,"N808UA",275,268,246,20,13,"ORD","OAK",1835,4,25,0,"",0,10,0,7,0,3
2005,4,26,2,1208,1130,1334,1250,"WN",195,"N349",86,80,72,44,38,"HOU","MAF",441,4,10,0,"",0,24,0,6,0,14
2005,10,25,2,1001,930,1126,1026,"OO",6016,"N583SW",85,56,64,60,31,"PSP","LAS",173,3,18,0,"",0,0,0,60,0,0
2005,11,9,3,655,645,1235,1250,"WN",84,"N789",220,245,200,-15,10,"OAK","MDW",1844,5,15,0,"",0,0,0,0,0,0
2006,1,10,2,1956,2000,2151,2151,"OH",5570,"N991cA",115,111,82,0,-4,"LGA","GSO",461,2,31,0,"",0,0,0,0,0,0
2005,9,3,6,705,705,912,920,"NW",1000,"N371NW",67,75,53,-8,0,"MSP","GRR",408,3,11,0,"",0,0,0,0,0,0
2006,1,26,4,1910,1900,1930,1918,"YV",6301,"N911FJ",80,78,53,12,10,"PHX","SNA",338,8,19,0,"",0,0,0,0,0,0
2006,6,5,1,1114,1115,1813,1758,"CO",1568,"N37298",239,223,219,15,-1,"PHX","CLE",1737,5,15,0,"",0,0,0,15,0,0
2005,5,20,5,2237,2135,2346,2239,"DL",676,"N973DL",69,64,41,67,62,"ATL","CHS",259,5,23,0,"",0,0,7,5,0,55
2005,10,22,6,700,659,823,815,"UA",1465,"N441UA",83,76,55,8,1,"ONT","SFO",363,5,23,0,"",0,0,0,0,0,0
2006,5,14,7,601,615,726,739,"XE",2352,"N14562",85,84,61,-13,-14,"PWM","EWR",284,6,18,0,"",0,0,0,0,0,0
2006,9,4,1,1503,1510,2345,2350,"HA",36,"N590HA",342,340,494,-5,-7,"HNL","PHX",2917,11,17,0,"",0,0,0,0,0,0
2005,6,29,3,956,956,1131,1126,"DL",896,"N3737C",95,90,70,5,0,"SRQ","ATL",445,7,18,0,"",0,0,0,0,0,0
2006,3,7,2,1107,1110,1439,1450,"DL",2019,"N6706Q",152,160,137,-11,-3,"MCO","SJU",1189,4,11,0,"",0,0,0,0,0,0
2006,9,20,3,1707,1710,1822,1825,"WN",1909,"N362",75,75,61,-3,-3,"SMF","LAS",397,3,11,0,"",0,0,0,0,0,0
2006,4,7,5,1950,1930,2337,2237,"NW",964,"N353NB",167,127,128,60,20,"MEM","FLL",851,5,34,0,"",0,20,0,40,0,0
2005,7,15,5,1347,1340,1458,1508,"UA",643,"N802UA",131,148,105,-10,7,"EWR","ORD",719,8,18,0,"",0,0,0,0,0,0
2006,12,11,1,1223,1230,1416,1426,"NW",1571,"N768NC",113,116,90,-10,-7,"CLT","DTW",500,10,13,0,"",0,0,0,0,0,0
2005,5,31,2,1958,2000,2225,2224,"UA",129,"N581UA",267,264,236,1,-2,"ORD","LAX",1745,9,22,0,"",0,0,0,0,0,0
2005,10,25,2,1445,1338,1504,1359,"EV",4497,"N872AS",79,81,55,65,67,"ATL","GPT",352,2,22,0,"",0,65,0,0,0,0
2005,11,9,3,1043,1045,1203,1212,"OH",5078,"N379CA",80,87,64,-9,-2,"CVG","BUF",410,5,11,0,"",0,0,0,0,0,0
2005,12,18,7,805,753,1040,939,"AA",1101,"N578AA",275,226,240,61,12,"DFW","SFO",1464,5,30,0,"",0,0,0,61,0,0
2005,3,17,4,1956,1957,2057,2105,"OO",6309,"N291SW",61,68,51,-8,-1,"GEG","SEA",224,4,6,0,"",0,0,0,0,0,0
2006,10,6,5,820,825,911,919,"OO",6064,"N289YV",51,54,34,-8,-5,"LAX","SAN",109,5,12,0,"",0,0,0,0,0,0
2005,5,30,1,627,630,912,910,"B6",315,"N531JB",345,340,148,2,-3,"IAD","OAK",2408,5,12,0,"",0,0,0,0,0,0
2006,3,4,6,1205,1200,1328,1322,"EV",4127,"N699BR",83,82,54,6,5,"ATL","RDU",356,6,23,0,"",0,0,0,0,0,0
2006,8,18,5,2050,2054,2237,2239,"XE",3135,"N21537",107,105,85,-2,-4,"IAH","BHM",562,4,18,0,"",0,0,0,0,0,0
2006,8,9,3,1907,1800,2008,1900,"WN",1830,"N426",121,120,100,68,67,"ELP","LAX",714,13,8,0,"",0,0,0,4,0,64
2005,7,27,3,1027,1015,1110,1105,"WN",715,"N688SW",103,110,90,5,12,"MCO","BNA",616,5,8,0,"",0,0,0,0,0,0
2005,1,21,5,2305,2305,45,47,"OH",5774,"N959CA",100,102,75,-2,0,"CVG","EWR",569,2,23,0,"",0,0,0,0,0,0
2006,5,21,7,1209,1215,1501,1514,"DL",1481,"N6710E",172,179,146,-13,-6,"LGA","FLL",1076,3,23,0,"",0,0,0,0,0,0
2006,12,17,7,1712,1655,1812,1750,"WN",2379,"N647SW",60,55,38,22,17,"SEA","GEG",224,5,17,0,"",0,0,0,10,0,12
2005,11,11,5,601,604,726,723,"UA",596,"N925UA",85,79,62,3,-3,"LAX","OAK",337,6,17,0,"",0,0,0,0,0,0
2006,11,22,3,653,700,951,1005,"EV",4667,"N760EV",118,125,92,-14,-7,"MKE","ATL",669,18,8,0,"",0,0,0,0,0,0
2005,12,19,1,702,700,1002,945,"B6",71,"N605JB",180,165,151,17,2,"JFK","MCO",944,5,24,0,"",0,2,0,15,0,0
2006,6,9,5,1942,1920,2054,2045,"WN",1758,"N322",72,85,60,9,22,"HOU","MAF",441,2,10,0,"",0,0,0,0,0,0
2005,7,18,1,1351,1352,1446,1455,"AA",2021,"N512AA",55,63,37,-9,-1,"AUS","DFW",190,9,9,0,"",0,0,0,0,0,0
2006,11,1,3,924,930,1000,1003,"FL",229,"N964AT",96,93,69,-3,-6,"ATL","MSY",425,4,23,0,"",0,0,0,0,0,0
2005,8,23,2,1641,1645,1729,1744,"OO",6184,"N295SW",48,59,37,-15,-4,"SFO","FAT",158,3,8,0,"",0,0,0,0,0,0
2005,7,13,3,1727,1720,1728,1735,"WN",1643,"N417",121,135,109,-7,7,"OKC","PHX",833,7,5,0,"",0,0,0,0,0,0
2005,1,28,5,600,600,742,743,"OH",5575,"N785CA",102,103,68,-1,0,"MDT","CVG",429,3,31,0,"",0,0,0,0,0,0
2006,1,23,1,2350,2356,110,120,"YV",6699,"N906FJ",80,84,70,-10,-6,"LAS","SJC",386,0,10,0,"",0,0,0,0,0,0
2006,12,31,7,1435,1437,1549,1555,"OO",6093,"N290SW",74,78,65,-6,-2,"LAX","MRY",267,2,7,0,"",0,0,0,0,0,0
2005,1,6,4,1841,1811,2200,2133,"AA",2111,"N084AA",199,202,180,27,30,"BOS","MIA",1258,3,16,0,"",0,0,25,0,0,2
2006,5,10,3,1745,1735,1850,1840,"WN",1756,"N648SW",65,65,55,10,10,"AUS","LBB",341,3,7,0,"",0,0,0,0,0,0
2006,8,20,7,1110,1115,1310,1305,"MQ",4533,"N836AE",120,110,99,5,-5,"RDU","BOS",612,5,16,0,"",0,0,0,0,0,0
2005,9,9,5,1850,1900,2108,2109,"CO",1156,"N16618",138,129,97,-1,-10,"ATL","EWR",745,13,28,0,"",0,0,0,0,0,0
2006,5,6,6,934,934,1020,1027,"EV",4541,"N924EV",106,113,81,-7,0,"ATL","SHV",552,3,22,0,"",0,0,0,0,0,0
2006,7,24,1,1755,1755,2017,1955,"FL",151,"N910AT",142,120,93,22,0,"ATL","DTW",594,8,41,0,"",0,0,0,22,0,0
2005,12,12,1,1626,1627,1853,1903,"AA",1107,"N410AA",147,156,116,-10,-1,"MSP","DFW",852,20,11,0,"",0,0,0,0,0,0
2005,11,23,3,1447,1452,1538,1555,"MQ",3234,"N381AE",51,63,41,-17,-5,"ABI","DFW",158,7,3,0,"",0,0,0,0,0,0
2006,5,16,2,553,600,627,635,"OO",6175,"N215SW",34,35,20,-8,-7,"MRY","SFO",77,6,8,0,"",0,0,0,0,0,0
2005,9,29,4,1756,1755,1915,1920,"F9",577,"N801FR",79,85,61,-5,1,"DEN","SLC",391,9,9,0,"",0,0,0,0,0,0
2005,7,31,7,1605,1605,34,33,"AA",148,"N3CPAA",329,328,303,1,0,"LAX","BOS",2611,6,20,0,"",0,0,0,0,0,0
2006,6,8,4,1843,1845,2212,2208,"UA",418,"N382UA",149,143,120,4,-2,"ORD","PVD",849,4,25,0,"",0,0,0,0,0,0
2006,4,13,4,2258,2250,2257,2305,"EV",4346,"N760EV",59,75,46,-8,8,"ATL","JAN",341,2,11,0,"",0,0,0,0,0,0
2005,11,27,7,1338,1338,1548,1559,"NW",435,"N354NW",190,201,172,-11,0,"TPA","MSP",1307,7,11,0,"",0,0,0,0,0,0
2006,1,19,4,1357,1355,1658,1634,"US",2,"N625AU",181,159,150,24,2,"FLL","PHL",992,11,20,0,"",0,0,0,24,0,0
2006,11,27,1,919,920,1204,1058,"US",1846,"N449US",165,98,65,66,-1,"CLT","PHL",448,10,90,0,"",0,0,0,66,0,0
2006,8,3,4,1417,1354,1521,1500,"XE",2518,"N14505",64,66,49,21,23,"MDT","CLE",280,5,10,0,"",0,0,0,0,0,21
2005,1,15,6,1425,1235,1535,1330,"WN",1074,"N507",70,55,54,125,110,"MCO","FLL",178,5,11,0,"",0,0,0,120,0,5
2005,2,2,3,1627,1630,1808,1759,"OO",3854,"N411SW",101,89,81,9,-3,"SLC","RAP",508,5,15,0,"",0,0,0,0,0,0
2006,3,10,5,1005,1008,1108,1118,"MQ",3545,"N820AE",63,70,49,-10,-3,"DFW","AMA",313,3,11,0,"",0,0,0,0,0,0
2006,6,1,4,1843,1845,2033,2008,"US",2046,"N766UW",110,83,69,25,-2,"DCA","BOS",399,31,10,0,"",0,0,0,25,0,0
2006,12,10,7,1017,1003,1136,1130,"UA",858,"N367UA",79,87,52,6,14,"SFO","LAX",337,10,17,0,"",0,0,0,0,0,0
2005,5,9,1,840,840,1032,1100,"WN",1226,"N765",172,200,164,-28,0,"PVD","MCI",1234,2,6,0,"",0,0,0,0,0,0
2005,9,26,1,2140,2045,2323,2240,"AA",1285,"N4WBAA",223,235,209,43,55,"DFW","PDX",1616,4,10,0,"",0,43,0,0,0,0
2005,1,11,2,924,915,1021,1016,"DH",1156,"N644BR",117,121,99,5,9,"IAD","ORD",589,5,13,0,"",0,0,0,0,0,0
2006,1,4,3,757,759,902,918,"OO",3954,"N416SW",65,79,51,-16,-2,"SLC","BOI",291,5,9,0,"",0,0,0,0,0,0
2005,7,30,6,NA,1044,NA,1226,"UA",887,"000000",NA,222,NA,NA,NA,"BWI","DEN",1491,0,0,1,"A",0,0,0,0,0,0
2006,12,14,4,904,908,1451,1444,"UA",1536,"N414UA",227,216,212,7,-4,"LAS","ORD",1515,3,12,0,"",0,0,0,0,0,0
2006,4,4,2,1333,1335,1731,1723,"CO",1092,"N16632",178,168,133,8,-2,"IAH","CMH",986,5,40,0,"",0,0,0,0,0,0
2005,7,3,7,1900,1901,2012,2017,"DL",1422,"N964DL",72,76,50,-5,-1,"ATL","SDF",321,6,16,0,"",0,0,0,0,0,0
2006,5,27,6,1835,1835,2001,2017,"OH",5231,"N331CA",86,102,69,-16,0,"CVG","PHL",507,6,11,0,"",0,0,0,0,0,0
2006,10,20,5,1122,1115,1255,1240,"B6",1212,"N193JB",93,85,59,15,7,"BUF","BOS",396,4,30,0,"",0,0,0,8,0,7
2006,9,25,1,2358,2359,223,231,"US",298,"N665AW",145,152,123,-8,-1,"LAS","SEA",866,6,16,0,"",0,0,0,0,0,0
2006,5,14,7,1626,1620,1755,1748,"UA",955,"N559UA",89,88,71,7,6,"SFO","SAN",447,2,16,0,"",0,0,0,0,0,0
2006,2,17,5,1856,1850,1930,1927,"HA",196,"N476HA",34,37,20,3,6,"HNL","OGG",100,5,9,0,"",0,0,0,0,0,0
2006,7,8,6,1007,1011,1334,1346,"EV",4203,"N744EV",147,155,115,-12,-4,"MSP","ATL",906,9,23,0,"",0,0,0,0,0,0
2005,12,23,5,850,730,1035,908,"OH",5500,"N354CA",105,98,74,87,80,"RDU","LGA",431,8,23,0,"",0,80,0,7,0,0
2005,11,18,5,2240,2245,2328,2350,"EV",4090,"N642AS",48,65,38,-22,-5,"ATL","AVL",164,3,7,0,"",0,0,0,0,0,0
2005,12,20,2,1254,1218,1358,1331,"OO",6248,"N301YV",64,73,54,27,36,"SFO","SBA",262,2,8,0,"",0,0,0,0,0,27
2005,5,11,3,1645,1646,1756,1759,"DL",477,"N920DL",71,73,49,-3,-1,"ATL","GSO",306,4,18,0,"",0,0,0,0,0,0
2006,2,3,5,2052,2054,2351,2356,"AA",508,"N293AA",119,122,95,-5,-2,"DFW","IND",762,7,17,0,"",0,0,0,0,0,0
2005,2,4,5,1905,1905,2021,2025,"WN",2025,"N487",76,80,64,-4,0,"SAN","SJC",417,2,10,0,"",0,0,0,0,0,0
2005,9,6,2,933,935,1219,1227,"DL",1654,"N3731T",106,112,91,-8,-2,"MCI","ATL",692,7,8,0,"",0,0,0,0,0,0
2005,8,4,4,1605,1605,1655,1655,"WN",2379,"N655WN",50,50,37,0,0,"SEA","GEG",224,3,10,0,"",0,0,0,0,0,0
2005,5,29,7,709,715,836,842,"NW",349,"N782NC",87,87,59,-6,-6,"MCI","MEM",392,7,21,0,"",0,0,0,0,0,0
2005,7,23,6,1020,1020,1244,1300,"WN",1304,"N433",144,160,133,-16,0,"TPA","ISP",1034,4,7,0,"",0,0,0,0,0,0
2006,1,21,6,1100,1110,1156,1215,"XE",3179,"N16961",116,125,97,-19,-10,"IAH","ELP",667,4,15,0,"",0,0,0,0,0,0
2005,10,17,1,1928,1935,2025,2040,"F9",589,"N931FR",117,125,100,-15,-7,"DFW","DEN",641,7,10,0,"",0,0,0,0,0,0
2005,12,21,3,1113,1105,1241,1245,"US",123,"N188UW",208,220,183,-4,8,"CLT","DEN",1337,5,20,0,"",0,0,0,0,0,0
2006,7,9,7,1537,1522,1709,1649,"DL",409,"N919DL",92,87,62,20,15,"ATL","SRQ",445,5,25,0,"",0,15,0,5,0,0
2006,9,2,6,703,710,816,811,"NW",559,"N373NW",133,121,109,5,-7,"MSP","DEN",680,6,18,0,"",0,0,0,0,0,0
2006,1,8,7,556,600,725,735,"US",541,"N156AW",149,155,133,-10,-4,"DFW","PHX",868,4,12,0,"",0,0,0,0,0,0
2005,11,5,6,1110,1115,1356,1412,"DL",2078,"N6700",166,177,141,-16,-5,"LGA","PBI",1035,10,15,0,"",0,0,0,0,0,0
2005,3,11,5,1413,1400,1612,1622,"US",1811,"N823MD",179,202,166,-10,13,"DCA","DFW",1192,4,9,0,"",0,0,0,0,0,0
2006,3,13,1,920,920,1012,1020,"WN",1309,"N395SW",52,60,44,-8,0,"LBB","DAL",293,2,6,0,"",0,0,0,0,0,0
2006,4,21,5,1933,1935,2050,2103,"OO",3998,"N863AS",77,88,56,-13,-2,"SLC","MSO",436,4,17,0,"",0,0,0,0,0,0
2005,11,12,6,1650,1700,1749,1806,"US",2137,"N744UW",59,66,37,-17,-10,"BOS","LGA",185,5,17,0,"",0,0,0,0,0,0
